symbol,date,flip,conf,strength,dir,entry_close,fwd1,fwd3,fwd5
PATANJALI,2025-11-20,BEARISH_TO_BULLISH,28.2,WEAK,1.0,579.55,-1.6823397463549308,-1.6995945129841963,-1.941161245794151
PATANJALI,2025-11-26,BULLISH_TO_BEARISH,53.8,MODERATE,-1.0,569.45,0.2019492492756328,1.0536482570901746,7.024321713934498
PATANJALI,2025-12-03,BEARISH_TO_BULLISH,22.7,WEAK,1.0,529.45,4.041930305033521,1.8132023798281063,0.8877136651241725
PATANJALI,2025-12-04,BULLISH_TO_BEARISH,73.1,STRONG,-1.0,550.85,0.5446128710175183,4.002904601978773,2.5415267314150856
PATANJALI,2025-12-17,BEARISH_TO_BULLISH,32.9,WEAK,1.0,550.4,1.6442587209302448,0.5359738372093107,-0.672238372093011
PATANJALI,2025-12-19,BULLISH_TO_BEARISH,39.6,MODERATE,-1.0,550.3,-0.5542431401054095,0.6541886243866817,0.7268762493185535
PATANJALI,2025-12-24,BEARISH_TO_BULLISH,5.4,WEAK,1.0,546.7,-0.8322663252240841,-0.21035302725445232,1.8931772452899045
PATANJALI,2025-12-31,BULLISH_TO_BEARISH,65.3,STRONG,-1.0,552.65,-0.796163937392559,-3.9717723694924536,-2.0446937483036405
PATANJALI,2026-01-01,BEARISH_TO_BULLISH,30.1,WEAK,1.0,557.05,2.85432187415853,3.4916075756215865,-1.0591508841217088
PATANJALI,2026-01-02,BULLISH_TO_BEARISH,20.2,WEAK,-1.0,572.95,-0.28798324461121866,1.570817697879396,3.735055414957691
PATANJALI,2026-01-19,BEARISH_TO_BULLISH,26.4,WEAK,1.0,502.0,0.587649402390436,1.8924302788844622,0.7669322709163392
PATANJALI,2026-01-22,BEARISH_TO_BULLISH,39.7,MODERATE,1.0,511.5,-1.642228739002928,-2.248289345063539,-3.000977517106554
PATANJALI,2026-01-27,BULLISH_TO_BEARISH,48.9,MODERATE,-1.0,505.85,1.1564693090837248,1.9175644954037847,-0.9093604823564231
PATANJALI,2026-02-05,BULLISH_TO_BEARISH,36.8,MODERATE,-1.0,524.05,-1.4311611487453488,0.4388894189485649,0.5247590878732946
PATANJALI,2026-02-10,BEARISH_TO_BULLISH,49.2,MODERATE,1.0,521.75,0.26832774317201286,0.757067561092486,3.143267848586483
PATANJALI,2026-02-11,BULLISH_TO_BEARISH,29.5,WEAK,-1.0,523.15,0.3536270668068475,-1.357163337474916,-1.8732677052470743
PATANJALI,2026-02-18,BEARISH_TO_BULLISH,55.5,MODERATE,1.0,532.95,0.28145229383619474,-1.9701660568533632,-3.0021578009194108
PATANJALI,2026-02-19,BULLISH_TO_BEARISH,30.6,WEAK,-1.0,534.45,0.2806623631770979,2.946954813359528,4.93965759191693
PATANJALI,2026-02-20,BEARISH_TO_BULLISH,51.1,MODERATE,1.0,532.95,-1.9701660568533632,-3.0021578009194108,-5.882352941176475
PATANJALI,2026-02-24,BULLISH_TO_BEARISH,78.5,STRONG,-1.0,518.7,0.3373819163292847,3.296703296703301,3.6340852130325856
PATANJALI,2026-03-24,BEARISH_TO_BULLISH,38.7,MODERATE,1.0,485.15,-1.8035659074513037,-3.102133360816233,-2.772338452025145
PATANJALI,2026-04-21,BEARISH_TO_BULLISH,57.5,MODERATE,1.0,472.2,-0.6035578144853804,-1.2071156289707727,-1.2388818297331567
PATANJALI,2026-04-22,BULLISH_TO_BEARISH,36.8,MODERATE,-1.0,469.35,1.3529349099818946,1.139874294236715,2.1093000958772845
PATANJALI,2026-04-23,BEARISH_TO_BULLISH,42.7,MODERATE,1.0,463.0,0.755939524838013,0.7235421166306745,-1.4470842332613367
PATANJALI,2026-04-24,BULLISH_TO_BEARISH,51.4,MODERATE,-1.0,466.5,0.5359056806002144,1.511254019292607,1.9935691318327997
PATANJALI,2026-04-27,BEARISH_TO_BULLISH,39.0,MODERATE,1.0,464.0,0.5064655172413842,-1.659482758620687,-0.8405172413793054
PATANJALI,2026-05-08,BEARISH_TO_BULLISH,30.7,WEAK,1.0,454.15,-2.873499944952098,-0.9248045799845841,0.5724980733237967
PATANJALI,2026-05-15,BEARISH_TO_BULLISH,46.3,MODERATE,1.0,456.75,3.141762452107285,1.434044882320747,2.5615763546798007
PATANJALI,2026-05-18,BULLISH_TO_BEARISH,55.8,MODERATE,-1.0,471.1,0.8384631713012196,1.613245595414991,1.1356399915092386
PATANJALI,2026-05-19,BEARISH_TO_BULLISH,59.2,MODERATE,1.0,467.15,-0.8241464197795069,0.2782832066787994,-2.643690463448564
PATANJALI,2026-05-20,BULLISH_TO_BEARISH,53.1,MODERATE,-1.0,463.3,-0.04316857327865068,-0.5288150226634986,1.5216922080725255
PATANJALI,2026-05-21,BEARISH_TO_BULLISH,26.2,WEAK,1.0,463.5,1.0679611650485412,-1.8770226537216803,-3.063646170442284
PATANJALI,2026-06-01,BEARISH_TO_BULLISH,37.8,MODERATE,1.0,451.55,-2.1924482338611524,-6.8763149152917755,-6.533052818071089
PATANJALI,2026-06-02,BULLISH_TO_BEARISH,30.0,WEAK,-1.0,441.65,3.23785803237857,4.913392958224836,4.992641231744584
