symbol,sector,signal_date,entry_date,exit_date,holding_days,setup_type,bias,entry_close,exit_close,raw_exit_close,stop_level,stopped,net_return_pct,gross_return_pct,mfe_pct,mae_pct,alpha_score,ifs_score,conviction_score,priority_score,macro_regime_prob,gamma_regime,structural_bias,suggested_strategy,price_source,trend_pass,trend_ret20_pct,trend_rs20_pct,alpha_score_bucket,macro_regime_bucket,ifs_bucket,rs20_bucket
360ONE,NIFTY FIN SERVICE,2025-10-15,2025-10-16,2025-10-20,3,INVENTORY_MIGRATION,Bullish Breakout,1174.0,1183.3,1183.3,1100.0,False,0.5922,0.7922,1.7717,-2.632,43.22,10.1,21.8,8.34,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,6.351388507011291,6.016788620327529,40-60,macro_25_50,ifs_0_15,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-15,2025-10-16,2025-10-23,5,INVENTORY_MIGRATION,Bullish Breakout,1174.0,1178.9,1178.9,1100.0,False,0.2174,0.4174,2.2232,-2.632,43.22,10.1,21.8,8.34,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,6.351388507011291,6.016788620327529,40-60,macro_25_50,ifs_0_15,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-15,2025-10-16,2025-10-30,10,INVENTORY_MIGRATION,Bullish Breakout,1174.0,1119.6,1119.6,1100.0,False,-4.8337,-4.6337,2.2232,-5.9455,43.22,10.1,21.8,8.34,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,6.351388507011291,6.016788620327529,40-60,macro_25_50,ifs_0_15,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-15,2025-10-16,2025-10-31,15,INVENTORY_MIGRATION,Bullish Breakout,1174.0,1100.0,1080.7,1100.0,True,-6.5032,-6.3032,2.2232,-10.3578,43.22,10.1,21.8,8.34,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,6.351388507011291,6.016788620327529,40-60,macro_25_50,ifs_0_15,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-16,2025-10-17,2025-10-21,3,IV_SKEW_ACCUMULATION,Bullish Breakout,1172.5,1175.4,1175.4,1136.5005,False,0.0473,0.2473,2.3539,-2.5075,27.19,-4.4,22.6,24.1,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,6.237533998186762,5.230635132206363,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-16,2025-10-17,2025-10-24,5,IV_SKEW_ACCUMULATION,Bullish Breakout,1172.5,1185.7,1185.7,1136.5005,False,0.9258,1.1258,2.3539,-2.5075,27.19,-4.4,22.6,24.1,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,6.237533998186762,5.230635132206363,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-16,2025-10-17,2025-10-29,10,IV_SKEW_ACCUMULATION,Bullish Breakout,1172.5,1136.5005,1126.7,1136.5005,True,-3.2703,-3.0703,2.3539,-8.4009,27.19,-4.4,22.6,24.1,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,6.237533998186762,5.230635132206363,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-16,2025-10-17,2025-10-29,15,IV_SKEW_ACCUMULATION,Bullish Breakout,1172.5,1136.5005,1126.7,1136.5005,True,-3.2703,-3.0703,2.3539,-10.2431,27.19,-4.4,22.6,24.1,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,6.237533998186762,5.230635132206363,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-17,2025-10-20,2025-10-23,3,INVENTORY_MIGRATION,Bullish Accumulation,1165.0,1178.9,1178.9,1100.0,False,0.9931,1.1931,3.0129,-1.8369,22.77,-15.3,27.7,56.94,26.4,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,5.698212503402611,4.572290132062595,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-10-17,2025-10-20,2025-10-27,5,INVENTORY_MIGRATION,Bullish Accumulation,1165.0,1173.0,1173.0,1100.0,False,0.4867,0.6867,3.0129,-1.8369,22.77,-15.3,27.7,56.94,26.4,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,5.698212503402611,4.572290132062595,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-10-17,2025-10-20,2025-10-31,10,INVENTORY_MIGRATION,Bullish Accumulation,1165.0,1100.0,1080.7,1100.0,True,-5.7794,-5.5794,3.0129,-7.8112,22.77,-15.3,27.7,56.94,26.4,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,5.698212503402611,4.572290132062595,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-10-17,2025-10-20,2025-10-31,15,INVENTORY_MIGRATION,Bullish Accumulation,1165.0,1100.0,1080.7,1100.0,True,-5.7794,-5.5794,3.0129,-9.7768,22.77,-15.3,27.7,56.94,26.4,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,5.698212503402611,4.572290132062595,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-10-21,2025-10-23,2025-10-27,3,IV_SKEW_ACCUMULATION,Bullish Breakout,1160.0,1173.0,1173.0,1140.138,False,0.9207,1.1207,2.7759,0.0,12.36,-11.3,28.4,133.03,26.4,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,11.900228484386899,9.25662580447808,00-20,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-21,2025-10-23,2025-10-29,5,IV_SKEW_ACCUMULATION,Bullish Breakout,1160.0,1140.138,1126.7,1140.138,True,-1.9122,-1.7122,2.7759,-4.8103,12.36,-11.3,28.4,133.03,26.4,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,11.900228484386899,9.25662580447808,00-20,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-21,2025-10-23,2025-10-29,10,IV_SKEW_ACCUMULATION,Bullish Breakout,1160.0,1140.138,1126.7,1140.138,True,-1.9122,-1.7122,2.7759,-8.3879,12.36,-11.3,28.4,133.03,26.4,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,11.900228484386899,9.25662580447808,00-20,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-21,2025-10-23,2025-10-29,15,IV_SKEW_ACCUMULATION,Bullish Breakout,1160.0,1140.138,1126.7,1140.138,True,-1.9122,-1.7122,2.7759,-9.3879,12.36,-11.3,28.4,133.03,26.4,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,11.900228484386899,9.25662580447808,00-20,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,3,INVENTORY_MIGRATION,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-5.8974,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,5,INVENTORY_MIGRATION,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-8.4711,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,10,INVENTORY_MIGRATION,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-10.4227,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,15,INVENTORY_MIGRATION,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-10.4227,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,3,IV_SKEW_ACCUMULATION,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-5.8974,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,5,IV_SKEW_ACCUMULATION,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-8.4711,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,10,IV_SKEW_ACCUMULATION,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-10.4227,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,15,IV_SKEW_ACCUMULATION,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-10.4227,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,3,REGIME_SHIFT,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-5.8974,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,5,REGIME_SHIFT,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-8.4711,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,10,REGIME_SHIFT,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-10.4227,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-10-27,2025-10-28,2025-10-29,15,REGIME_SHIFT,Bullish Accumulation,1173.4,1140.0,1126.7,1140.0,True,-3.0464,-2.8464,0.8522,-10.4227,16.95,5.6,28.5,34.73,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,14.763721749339599,10.444062115377719,00-20,macro_25_50,ifs_0_15,rs_gt_10
360ONE,NIFTY FIN SERVICE,2025-11-27,2025-11-28,2025-11-28,3,INVENTORY_MIGRATION,Bullish Breakout,1165.9,1160.0,1183.2,1160.0,True,-0.706,-0.506,2.8047,-1.8784,26.55,8.5,33.4,18.76,26.3,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.5413153456998137,2.920870805726916,20-40,macro_25_50,ifs_0_15,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-27,2025-11-28,2025-11-28,5,INVENTORY_MIGRATION,Bullish Breakout,1165.9,1160.0,1183.2,1160.0,True,-0.706,-0.506,2.8047,-3.6024,26.55,8.5,33.4,18.76,26.3,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.5413153456998137,2.920870805726916,20-40,macro_25_50,ifs_0_15,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-27,2025-11-28,2025-11-28,10,INVENTORY_MIGRATION,Bullish Breakout,1165.9,1160.0,1183.2,1160.0,True,-0.706,-0.506,2.8047,-6.287,26.55,8.5,33.4,18.76,26.3,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.5413153456998137,2.920870805726916,20-40,macro_25_50,ifs_0_15,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-27,2025-11-28,2025-11-28,15,INVENTORY_MIGRATION,Bullish Breakout,1165.9,1160.0,1183.2,1160.0,True,-0.706,-0.506,2.8047,-6.287,26.55,8.5,33.4,18.76,26.3,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.5413153456998137,2.920870805726916,20-40,macro_25_50,ifs_0_15,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-27,2025-11-28,2025-11-28,3,IV_SKEW_ACCUMULATION,Bullish Breakout,1165.9,1160.0,1183.2,1160.0,True,-0.706,-0.506,2.8047,-1.8784,26.55,8.5,33.4,18.76,26.3,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.5413153456998137,2.920870805726916,20-40,macro_25_50,ifs_0_15,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-27,2025-11-28,2025-11-28,5,IV_SKEW_ACCUMULATION,Bullish Breakout,1165.9,1160.0,1183.2,1160.0,True,-0.706,-0.506,2.8047,-3.6024,26.55,8.5,33.4,18.76,26.3,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.5413153456998137,2.920870805726916,20-40,macro_25_50,ifs_0_15,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-27,2025-11-28,2025-11-28,10,IV_SKEW_ACCUMULATION,Bullish Breakout,1165.9,1160.0,1183.2,1160.0,True,-0.706,-0.506,2.8047,-6.287,26.55,8.5,33.4,18.76,26.3,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.5413153456998137,2.920870805726916,20-40,macro_25_50,ifs_0_15,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-27,2025-11-28,2025-11-28,15,IV_SKEW_ACCUMULATION,Bullish Breakout,1165.9,1160.0,1183.2,1160.0,True,-0.706,-0.506,2.8047,-6.287,26.55,8.5,33.4,18.76,26.3,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.5413153456998137,2.920870805726916,20-40,macro_25_50,ifs_0_15,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-28,2025-12-01,2025-12-03,3,IV_SKEW_ACCUMULATION,Bullish Breakout,1184.9,1147.704,1148.1,1147.704,True,-3.3392,-3.1392,1.1562,-3.7893,22.85,-5.1,34.4,19.34,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,5.680600214362275,4.424313467202046,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-28,2025-12-01,2025-12-03,5,IV_SKEW_ACCUMULATION,Bullish Breakout,1184.9,1147.704,1148.1,1147.704,True,-3.3392,-3.1392,1.1562,-5.9752,22.85,-5.1,34.4,19.34,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,5.680600214362275,4.424313467202046,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-28,2025-12-01,2025-12-03,10,IV_SKEW_ACCUMULATION,Bullish Breakout,1184.9,1147.704,1148.1,1147.704,True,-3.3392,-3.1392,1.1562,-7.7897,22.85,-5.1,34.4,19.34,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,5.680600214362275,4.424313467202046,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-11-28,2025-12-01,2025-12-03,15,IV_SKEW_ACCUMULATION,Bullish Breakout,1184.9,1147.704,1148.1,1147.704,True,-3.3392,-3.1392,1.1562,-7.7897,22.85,-5.1,34.4,19.34,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,5.680600214362275,4.424313467202046,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-01,2025-12-02,2025-12-03,3,IV_SKEW_ACCUMULATION,Bullish Breakout,1189.0,1153.621,1148.1,1153.621,True,-3.1755,-2.9755,0.0,-5.4752,29.82,9.3,27.8,42.28,26.3,TRANSITION_REGIME,Resistance Weakening,Bull Call Spread (Debit),cash_ohlc,True,10.049042287406307,8.285383799180224,20-40,macro_25_50,ifs_0_15,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-01,2025-12-02,2025-12-03,5,IV_SKEW_ACCUMULATION,Bullish Breakout,1189.0,1153.621,1148.1,1153.621,True,-3.1755,-2.9755,0.0,-6.2994,29.82,9.3,27.8,42.28,26.3,TRANSITION_REGIME,Resistance Weakening,Bull Call Spread (Debit),cash_ohlc,True,10.049042287406307,8.285383799180224,20-40,macro_25_50,ifs_0_15,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-01,2025-12-02,2025-12-03,10,IV_SKEW_ACCUMULATION,Bullish Breakout,1189.0,1153.621,1148.1,1153.621,True,-3.1755,-2.9755,0.0,-8.1077,29.82,9.3,27.8,42.28,26.3,TRANSITION_REGIME,Resistance Weakening,Bull Call Spread (Debit),cash_ohlc,True,10.049042287406307,8.285383799180224,20-40,macro_25_50,ifs_0_15,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-01,2025-12-02,2025-12-03,15,IV_SKEW_ACCUMULATION,Bullish Breakout,1189.0,1153.621,1148.1,1153.621,True,-3.1755,-2.9755,0.0,-8.1077,29.82,9.3,27.8,42.28,26.3,TRANSITION_REGIME,Resistance Weakening,Bull Call Spread (Debit),cash_ohlc,True,10.049042287406307,8.285383799180224,20-40,macro_25_50,ifs_0_15,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-04,2025-12-05,2025-12-09,3,IV_SKEW_ACCUMULATION,Bullish Breakout,1125.1,1117.9,1117.9,1094.063,False,-0.8399,-0.6399,4.7907,-1.2532,18.74,-5.6,13.3,14.46,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,5.588841041003567,3.5345244477076765,00-20,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-04,2025-12-05,2025-12-10,5,IV_SKEW_ACCUMULATION,Bullish Breakout,1125.1,1094.063,1102.8,1094.063,True,-2.9586,-2.7586,4.7907,-2.8886,18.74,-5.6,13.3,14.46,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,5.588841041003567,3.5345244477076765,00-20,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-04,2025-12-05,2025-12-10,10,IV_SKEW_ACCUMULATION,Bullish Breakout,1125.1,1094.063,1102.8,1094.063,True,-2.9586,-2.7586,4.7907,-2.8886,18.74,-5.6,13.3,14.46,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,5.588841041003567,3.5345244477076765,00-20,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-04,2025-12-05,2025-12-10,15,IV_SKEW_ACCUMULATION,Bullish Breakout,1125.1,1094.063,1102.8,1094.063,True,-2.9586,-2.7586,8.1682,-2.8886,18.74,-5.6,13.3,14.46,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,5.588841041003567,3.5345244477076765,00-20,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-05,2025-12-08,2025-12-10,3,INVENTORY_MIGRATION,Support Normalization,1141.0,1103.2,1102.8,1103.2,True,-3.5129,-3.3129,3.3304,-4.2419,29.68,-2.3,16.0,23.0,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.570356472795492,4.847377377147,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-05,2025-12-08,2025-12-10,5,INVENTORY_MIGRATION,Support Normalization,1141.0,1103.2,1102.8,1103.2,True,-3.5129,-3.3129,3.3304,-4.2419,29.68,-2.3,16.0,23.0,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.570356472795492,4.847377377147,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-05,2025-12-08,2025-12-10,10,INVENTORY_MIGRATION,Support Normalization,1141.0,1103.2,1102.8,1103.2,True,-3.5129,-3.3129,3.3304,-4.2419,29.68,-2.3,16.0,23.0,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.570356472795492,4.847377377147,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-05,2025-12-08,2025-12-10,15,INVENTORY_MIGRATION,Support Normalization,1141.0,1103.2,1102.8,1103.2,True,-3.5129,-3.3129,6.6608,-4.2419,29.68,-2.3,16.0,23.0,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.570356472795492,4.847377377147,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-05,2025-12-08,2025-12-10,3,REGIME_SHIFT,Support Normalization,1141.0,1103.2,1102.8,1103.2,True,-3.5129,-3.3129,3.3304,-4.2419,29.68,-2.3,16.0,23.0,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.570356472795492,4.847377377147,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-05,2025-12-08,2025-12-10,5,REGIME_SHIFT,Support Normalization,1141.0,1103.2,1102.8,1103.2,True,-3.5129,-3.3129,3.3304,-4.2419,29.68,-2.3,16.0,23.0,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.570356472795492,4.847377377147,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-05,2025-12-08,2025-12-10,10,REGIME_SHIFT,Support Normalization,1141.0,1103.2,1102.8,1103.2,True,-3.5129,-3.3129,3.3304,-4.2419,29.68,-2.3,16.0,23.0,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.570356472795492,4.847377377147,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-05,2025-12-08,2025-12-10,15,REGIME_SHIFT,Support Normalization,1141.0,1103.2,1102.8,1103.2,True,-3.5129,-3.3129,6.6608,-4.2419,29.68,-2.3,16.0,23.0,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.570356472795492,4.847377377147,20-40,macro_25_50,ifs_le_0,rs_0_5
360ONE,NIFTY FIN SERVICE,2025-12-12,2025-12-15,2025-12-17,3,INVENTORY_MIGRATION,Bullish Accumulation,1142.2,1126.1,1126.1,1062.246,False,-1.6096,-1.4096,1.3833,-1.9349,23.35,-1.1,17.5,96.76,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.208560165196176,6.680193759110509,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-12,2025-12-15,2025-12-19,5,INVENTORY_MIGRATION,Bullish Accumulation,1142.2,1138.9,1138.9,1062.246,False,-0.4889,-0.2889,1.3833,-1.9349,23.35,-1.1,17.5,96.76,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.208560165196176,6.680193759110509,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-12,2025-12-15,2025-12-29,10,INVENTORY_MIGRATION,Bullish Accumulation,1142.2,1170.6,1170.6,1062.246,False,2.2864,2.4864,6.5488,-1.9436,23.35,-1.1,17.5,96.76,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.208560165196176,6.680193759110509,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-12,2025-12-15,2026-01-05,15,INVENTORY_MIGRATION,Bullish Accumulation,1142.2,1199.0,1199.0,1062.246,False,4.7729,4.9729,6.899,-1.9436,23.35,-1.1,17.5,96.76,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.208560165196176,6.680193759110509,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-12,2025-12-15,2025-12-17,3,REGIME_SHIFT,Bullish Accumulation,1142.2,1126.1,1126.1,1062.246,False,-1.6096,-1.4096,1.3833,-1.9349,23.35,-1.1,17.5,96.76,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.208560165196176,6.680193759110509,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-12,2025-12-15,2025-12-19,5,REGIME_SHIFT,Bullish Accumulation,1142.2,1138.9,1138.9,1062.246,False,-0.4889,-0.2889,1.3833,-1.9349,23.35,-1.1,17.5,96.76,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.208560165196176,6.680193759110509,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-12,2025-12-15,2025-12-29,10,REGIME_SHIFT,Bullish Accumulation,1142.2,1170.6,1170.6,1062.246,False,2.2864,2.4864,6.5488,-1.9436,23.35,-1.1,17.5,96.76,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.208560165196176,6.680193759110509,20-40,macro_25_50,ifs_le_0,rs_5_10
360ONE,NIFTY FIN SERVICE,2025-12-12,2025-12-15,2026-01-05,15,REGIME_SHIFT,Bullish Accumulation,1142.2,1199.0,1199.0,1062.246,False,4.7729,4.9729,6.899,-1.9436,23.35,-1.1,17.5,96.76,26.3,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,7.208560165196176,6.680193759110509,20-40,macro_25_50,ifs_le_0,rs_5_10
