symbol,sector,signal_date,entry_date,exit_date,holding_days,setup_type,bias,entry_close,exit_close,raw_exit_close,stop_level,stopped,net_return_pct,gross_return_pct,mfe_pct,mae_pct,alpha_score,ifs_score,conviction_score,priority_score,macro_regime_prob,gamma_regime,structural_bias,suggested_strategy,price_source,trend_pass,trend_ret20_pct,trend_rs20_pct,alpha_score_bucket,macro_regime_bucket,ifs_bucket,rs20_bucket
BIOCON,NIFTY PHARMA,2026-05-26,2026-05-27,2026-06-17,15,IV_SKEW_ACCUMULATION,Support Normalization,436.15,411.85,411.85,405.6195,False,-5.7715,-5.5715,0.8827,-6.9586,44.28,27.8,24.3,9.61,33.2,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,20.483425414364632,21.226389050652806,40-60,macro_25_50,ifs_15_30,rs_gt_10
BIOCON,NIFTY PHARMA,2026-06-01,2026-06-02,2026-06-04,3,INVENTORY_MIGRATION,Bullish Accumulation,425.0,410.0,416.05,410.0,True,-3.7294,-3.5294,0.2941,-4.4588,16.66,9.4,20.2,20.88,33.2,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,18.351174753232314,20.913728013877677,00-20,macro_25_50,ifs_0_15,rs_gt_10
BIOCON,NIFTY PHARMA,2026-06-01,2026-06-02,2026-06-04,5,INVENTORY_MIGRATION,Bullish Accumulation,425.0,410.0,416.05,410.0,True,-3.7294,-3.5294,0.2941,-4.5176,16.66,9.4,20.2,20.88,33.2,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,18.351174753232314,20.913728013877677,00-20,macro_25_50,ifs_0_15,rs_gt_10
BIOCON,NIFTY PHARMA,2026-06-01,2026-06-02,2026-06-04,10,INVENTORY_MIGRATION,Bullish Accumulation,425.0,410.0,416.05,410.0,True,-3.7294,-3.5294,0.2941,-4.5176,16.66,9.4,20.2,20.88,33.2,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,18.351174753232314,20.913728013877677,00-20,macro_25_50,ifs_0_15,rs_gt_10
BIOCON,NIFTY PHARMA,2026-06-01,2026-06-02,2026-06-04,15,INVENTORY_MIGRATION,Bullish Accumulation,425.0,410.0,416.05,410.0,True,-3.7294,-3.5294,0.2941,-4.5176,16.66,9.4,20.2,20.88,33.2,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,18.351174753232314,20.913728013877677,00-20,macro_25_50,ifs_0_15,rs_gt_10
BLUESTARCO,NIFTY CONS DURABLES,2025-09-04,2025-09-05,2025-09-08,3,IV_SKEW_ACCUMULATION,Bullish Breakout,1944.0,1885.68,1884.2,1885.68,True,-3.2,-3.0,0.6842,-3.8426,20.26,-2.3,16.0,39.09,30.1,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,11.041297766607649,10.697478102556989,20-40,macro_25_50,ifs_le_0,rs_gt_10
BLUESTARCO,NIFTY CONS DURABLES,2025-09-04,2025-09-05,2025-09-08,5,IV_SKEW_ACCUMULATION,Bullish Breakout,1944.0,1885.68,1884.2,1885.68,True,-3.2,-3.0,0.6842,-3.8426,20.26,-2.3,16.0,39.09,30.1,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,11.041297766607649,10.697478102556989,20-40,macro_25_50,ifs_le_0,rs_gt_10
BLUESTARCO,NIFTY CONS DURABLES,2025-09-04,2025-09-05,2025-09-08,10,IV_SKEW_ACCUMULATION,Bullish Breakout,1944.0,1885.68,1884.2,1885.68,True,-3.2,-3.0,1.8519,-3.8426,20.26,-2.3,16.0,39.09,30.1,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,11.041297766607649,10.697478102556989,20-40,macro_25_50,ifs_le_0,rs_gt_10
BLUESTARCO,NIFTY CONS DURABLES,2025-09-04,2025-09-05,2025-09-08,15,IV_SKEW_ACCUMULATION,Bullish Breakout,1944.0,1885.68,1884.2,1885.68,True,-3.2,-3.0,2.8807,-3.8426,20.26,-2.3,16.0,39.09,30.1,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,11.041297766607649,10.697478102556989,20-40,macro_25_50,ifs_le_0,rs_gt_10
BLUESTARCO,NIFTY CONS DURABLES,2025-09-05,2025-09-08,2025-09-08,3,IV_SKEW_ACCUMULATION,Volatility Expansion,1945.1,1914.3475,1884.2,1914.3475,True,-1.781,-1.581,0.3187,-3.897,21.4,1.4,16.4,283.72,33.2,TRANSITION_REGIME,Compression,Long Straddle (Breakout Watch),cash_ohlc,True,9.777451423407136,9.098690771992235,20-40,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2025-09-05,2025-09-08,2025-09-08,5,IV_SKEW_ACCUMULATION,Volatility Expansion,1945.1,1914.3475,1884.2,1914.3475,True,-1.781,-1.581,0.3187,-3.897,21.4,1.4,16.4,283.72,33.2,TRANSITION_REGIME,Compression,Long Straddle (Breakout Watch),cash_ohlc,True,9.777451423407136,9.098690771992235,20-40,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2025-09-05,2025-09-08,2025-09-08,10,IV_SKEW_ACCUMULATION,Volatility Expansion,1945.1,1914.3475,1884.2,1914.3475,True,-1.781,-1.581,1.7943,-3.897,21.4,1.4,16.4,283.72,33.2,TRANSITION_REGIME,Compression,Long Straddle (Breakout Watch),cash_ohlc,True,9.777451423407136,9.098690771992235,20-40,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2025-09-05,2025-09-08,2025-09-08,15,IV_SKEW_ACCUMULATION,Volatility Expansion,1945.1,1914.3475,1884.2,1914.3475,True,-1.781,-1.581,2.8225,-3.897,21.4,1.4,16.4,283.72,33.2,TRANSITION_REGIME,Compression,Long Straddle (Breakout Watch),cash_ohlc,True,9.777451423407136,9.098690771992235,20-40,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2025-09-09,2025-09-10,2025-09-10,3,REGIME_SHIFT,Regime Transition,1894.5,1881.0,1889.7,1881.0,True,-0.9126,-0.7126,0.8815,-1.2299,10.4,-3.5,14.0,116.8,30.1,TRANSITION_REGIME,Compression,Long Straddle (Breakout Watch),cash_ohlc,True,4.815864022662897,2.741842851475096,00-20,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-09-09,2025-09-10,2025-09-10,5,REGIME_SHIFT,Regime Transition,1894.5,1881.0,1889.7,1881.0,True,-0.9126,-0.7126,2.4017,-1.2299,10.4,-3.5,14.0,116.8,30.1,TRANSITION_REGIME,Compression,Long Straddle (Breakout Watch),cash_ohlc,True,4.815864022662897,2.741842851475096,00-20,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-09-09,2025-09-10,2025-09-10,10,REGIME_SHIFT,Regime Transition,1894.5,1881.0,1889.7,1881.0,True,-0.9126,-0.7126,5.5688,-1.2299,10.4,-3.5,14.0,116.8,30.1,TRANSITION_REGIME,Compression,Long Straddle (Breakout Watch),cash_ohlc,True,4.815864022662897,2.741842851475096,00-20,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-09-09,2025-09-10,2025-09-10,15,REGIME_SHIFT,Regime Transition,1894.5,1881.0,1889.7,1881.0,True,-0.9126,-0.7126,5.5688,-1.7472,10.4,-3.5,14.0,116.8,30.1,TRANSITION_REGIME,Compression,Long Straddle (Breakout Watch),cash_ohlc,True,4.815864022662897,2.741842851475096,00-20,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-09-23,2025-09-24,2025-09-26,3,IV_SKEW_ACCUMULATION,Bullish Breakout,1960.0,1905.08,1890.1,1905.08,True,-3.002,-2.802,0.8622,-4.2194,20.91,-8.7,23.5,36.0,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,3.129594622978371,2.321552248315051,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-09-23,2025-09-24,2025-09-26,5,IV_SKEW_ACCUMULATION,Bullish Breakout,1960.0,1905.08,1890.1,1905.08,True,-3.002,-2.802,0.8622,-5.0306,20.91,-8.7,23.5,36.0,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,3.129594622978371,2.321552248315051,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-09-23,2025-09-24,2025-09-26,10,IV_SKEW_ACCUMULATION,Bullish Breakout,1960.0,1905.08,1890.1,1905.08,True,-3.002,-2.802,0.8622,-6.3112,20.91,-8.7,23.5,36.0,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,3.129594622978371,2.321552248315051,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-09-23,2025-09-24,2025-09-26,15,IV_SKEW_ACCUMULATION,Bullish Breakout,1960.0,1905.08,1890.1,1905.08,True,-3.002,-2.802,0.8622,-6.3112,20.91,-8.7,23.5,36.0,26.3,TRANSITION_REGIME,Dealer Controlled,Bull Call Spread (Debit),cash_ohlc,True,3.129594622978371,2.321552248315051,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-10-15,3,INVENTORY_MIGRATION,Strong Bullish Momentum,1939.0,1913.3,1913.3,1803.27,False,-1.5254,-1.3254,0.0,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-10-17,5,INVENTORY_MIGRATION,Strong Bullish Momentum,1939.0,1971.4,1971.4,1803.27,False,1.471,1.671,2.3724,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-10-27,10,INVENTORY_MIGRATION,Strong Bullish Momentum,1939.0,1979.6,1979.6,1803.27,False,1.8939,2.0939,4.8427,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-11-03,15,INVENTORY_MIGRATION,Strong Bullish Momentum,1939.0,1934.4,1934.4,1803.27,False,-0.4372,-0.2372,4.8427,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-10-15,3,IV_SKEW_ACCUMULATION,Strong Bullish Momentum,1939.0,1913.3,1913.3,1803.27,False,-1.5254,-1.3254,0.0,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-10-17,5,IV_SKEW_ACCUMULATION,Strong Bullish Momentum,1939.0,1971.4,1971.4,1803.27,False,1.471,1.671,2.3724,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-10-27,10,IV_SKEW_ACCUMULATION,Strong Bullish Momentum,1939.0,1979.6,1979.6,1803.27,False,1.8939,2.0939,4.8427,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-11-03,15,IV_SKEW_ACCUMULATION,Strong Bullish Momentum,1939.0,1934.4,1934.4,1803.27,False,-0.4372,-0.2372,4.8427,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-10-15,3,REGIME_SHIFT,Strong Bullish Momentum,1939.0,1913.3,1913.3,1803.27,False,-1.5254,-1.3254,0.0,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-10-17,5,REGIME_SHIFT,Strong Bullish Momentum,1939.0,1971.4,1971.4,1803.27,False,1.471,1.671,2.3724,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-10-27,10,REGIME_SHIFT,Strong Bullish Momentum,1939.0,1979.6,1979.6,1803.27,False,1.8939,2.0939,4.8427,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-10,2025-10-13,2025-11-03,15,REGIME_SHIFT,Strong Bullish Momentum,1939.0,1934.4,1934.4,1803.27,False,-0.4372,-0.2372,4.8427,-3.5431,28.49,0.1,18.3,8.26,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.301886792452824,2.1827330062857975,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,3,INVENTORY_MIGRATION,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-4.2469,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,5,INVENTORY_MIGRATION,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-4.5926,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,10,INVENTORY_MIGRATION,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-15.7284,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,15,INVENTORY_MIGRATION,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-15.7284,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,3,IV_SKEW_ACCUMULATION,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-4.2469,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,5,IV_SKEW_ACCUMULATION,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-4.5926,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,10,IV_SKEW_ACCUMULATION,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-15.7284,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,15,IV_SKEW_ACCUMULATION,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-15.7284,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,3,REGIME_SHIFT,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-4.2469,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,5,REGIME_SHIFT,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-4.5926,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,10,REGIME_SHIFT,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-15.7284,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2025-10-24,2025-10-27,2025-10-27,15,REGIME_SHIFT,Strong Bullish Momentum,2025.0,2020.0,1979.6,2020.0,True,-0.4469,-0.2469,0.2667,-15.7284,33.84,1.2,27.4,62.97,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1786853204402776,0.2323910861175893,20-40,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2026-01-09,2026-01-12,2026-01-14,3,INVENTORY_MIGRATION,Bullish Breakout,1790.0,1812.1,1812.1,1664.7,False,1.0346,1.2346,1.5587,-1.6425,20.66,-9.5,18.1,47.54,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1554232046729913,3.9865508160643603,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2026-01-09,2026-01-12,2026-01-19,5,INVENTORY_MIGRATION,Bullish Breakout,1790.0,1767.8,1767.8,1664.7,False,-1.4402,-1.2402,2.1453,-1.6425,20.66,-9.5,18.1,47.54,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1554232046729913,3.9865508160643603,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2026-01-09,2026-01-12,2026-01-27,10,INVENTORY_MIGRATION,Bullish Breakout,1790.0,1664.7,1667.5,1664.7,True,-7.2,-7.0,2.1453,-7.743,20.66,-9.5,18.1,47.54,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1554232046729913,3.9865508160643603,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2026-01-09,2026-01-12,2026-01-27,15,INVENTORY_MIGRATION,Bullish Breakout,1790.0,1664.7,1667.5,1664.7,True,-7.2,-7.0,7.2793,-8.1006,20.66,-9.5,18.1,47.54,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1554232046729913,3.9865508160643603,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2026-01-09,2026-01-12,2026-01-14,3,REGIME_SHIFT,Bullish Breakout,1790.0,1812.1,1812.1,1664.7,False,1.0346,1.2346,1.5587,-1.6425,20.66,-9.5,18.1,47.54,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1554232046729913,3.9865508160643603,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2026-01-09,2026-01-12,2026-01-19,5,REGIME_SHIFT,Bullish Breakout,1790.0,1767.8,1767.8,1664.7,False,-1.4402,-1.2402,2.1453,-1.6425,20.66,-9.5,18.1,47.54,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1554232046729913,3.9865508160643603,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2026-01-09,2026-01-12,2026-01-27,10,REGIME_SHIFT,Bullish Breakout,1790.0,1664.7,1667.5,1664.7,True,-7.2,-7.0,2.1453,-7.743,20.66,-9.5,18.1,47.54,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1554232046729913,3.9865508160643603,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2026-01-09,2026-01-12,2026-01-27,15,REGIME_SHIFT,Bullish Breakout,1790.0,1664.7,1667.5,1664.7,True,-7.2,-7.0,7.2793,-8.1006,20.66,-9.5,18.1,47.54,26.4,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.1554232046729913,3.9865508160643603,20-40,macro_25_50,ifs_le_0,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2026-01-30,2026-02-02,2026-02-04,3,INVENTORY_MIGRATION,Strong Bullish Momentum,1792.0,1880.2,1880.2,1666.56,False,4.7219,4.9219,7.1596,-1.4565,39.8,6.2,19.9,3.54,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,4.980643670191265,8.07655788242565,20-40,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2026-01-30,2026-02-02,2026-02-06,5,INVENTORY_MIGRATION,Strong Bullish Momentum,1792.0,1880.9,1880.9,1666.56,False,4.7609,4.9609,7.1596,-1.4565,39.8,6.2,19.9,3.54,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,4.980643670191265,8.07655788242565,20-40,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2026-01-30,2026-02-02,2026-02-13,10,INVENTORY_MIGRATION,Strong Bullish Momentum,1792.0,1997.2,1997.2,1666.56,False,11.2509,11.4509,12.4442,-1.4565,39.8,6.2,19.9,3.54,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,4.980643670191265,8.07655788242565,20-40,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2026-01-30,2026-02-02,2026-02-20,15,INVENTORY_MIGRATION,Strong Bullish Momentum,1792.0,1968.4,1968.4,1666.56,False,9.6437,9.8437,13.2589,-1.4565,39.8,6.2,19.9,3.54,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,4.980643670191265,8.07655788242565,20-40,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2026-02-02,2026-02-03,2026-02-05,3,INVENTORY_MIGRATION,Bullish Breakout,1868.0,1862.0,1862.0,1800.0,False,-0.5212,-0.3212,2.7998,-3.4475,19.67,0.8,18.4,13.12,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.724184629274352,7.771181269366445,00-20,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2026-02-02,2026-02-03,2026-02-09,5,INVENTORY_MIGRATION,Bullish Breakout,1868.0,1937.0,1937.0,1800.0,False,3.4938,3.6938,4.2024,-3.4475,19.67,0.8,18.4,13.12,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.724184629274352,7.771181269366445,00-20,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2026-02-02,2026-02-03,2026-02-16,10,INVENTORY_MIGRATION,Bullish Breakout,1868.0,1975.4,1975.4,1800.0,False,5.5495,5.7495,7.8694,-3.4475,19.67,0.8,18.4,13.12,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.724184629274352,7.771181269366445,00-20,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2026-02-02,2026-02-03,2026-02-23,15,INVENTORY_MIGRATION,Bullish Breakout,1868.0,1961.8,1961.8,1800.0,False,4.8214,5.0214,8.651,-3.4475,19.67,0.8,18.4,13.12,33.2,TRANSITION_REGIME,Expansion,Bull Call Spread (Debit),cash_ohlc,True,3.724184629274352,7.771181269366445,00-20,macro_25_50,ifs_0_15,rs_5_10
BLUESTARCO,NIFTY CONS DURABLES,2026-02-04,2026-02-05,2026-02-09,3,INVENTORY_MIGRATION,Bullish Accumulation,1893.2,1937.0,1937.0,1800.0,False,2.1135,2.3135,2.8153,-3.1006,44.17,5.7,19.0,4.94,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,1.692898480177396,3.499734973474611,40-60,macro_25_50,ifs_0_15,rs_0_5
BLUESTARCO,NIFTY CONS DURABLES,2026-02-04,2026-02-05,2026-02-11,5,INVENTORY_MIGRATION,Bullish Accumulation,1893.2,1962.2,1962.2,1800.0,False,3.4446,3.6446,5.4035,-3.1006,44.17,5.7,19.0,4.94,30.1,TRANSITION_REGIME,Expansion,Bull Put Spread (Credit),cash_ohlc,True,1.692898480177396,3.499734973474611,40-60,macro_25_50,ifs_0_15,rs_0_5
