symbol,date,flip,conf,strength,dir,entry_close,fwd1,fwd3,fwd5
AARTIIND,2025-07-16,BEARISH_TO_BULLISH,40.9,MODERATE,1.0,456.3,-2.114836730221353,-7.308788078018852,-4.952881875958804
AARTIIND,2025-07-21,BULLISH_TO_BEARISH,59.2,MODERATE,-1.0,422.95,-0.9575599952713114,-1.725972337155695,-4.52772195294953
AARTIIND,2025-07-24,BEARISH_TO_BULLISH,67.8,STRONG,1.0,430.25,-0.40674026728646134,3.544450900639163,
ABB,2025-08-11,BULLISH_TO_BEARISH,20.1,WEAK,-1.0,5071.5,-0.30562949817608204,0.6704130927733412,-0.9859016070196194
ABB,2025-08-26,BEARISH_TO_BULLISH,2.4,WEAK,1.0,5000.5,-0.029997000299970003,2.9517048295170554,3.245675432456758
ABB,2025-09-23,BULLISH_TO_BEARISH,28.1,WEAK,-1.0,5237.3,0.7007427491264548,0.5632673324041013,0.7312928417314299
ABB,2025-10-28,BEARISH_TO_BULLISH,1.9,WEAK,1.0,5289.1,-0.1956854663364346,-0.6258153561097419,-1.156151330093977
ABB,2025-11-10,BULLISH_TO_BEARISH,6.1,WEAK,-1.0,4978.4,1.0927205527880373,0.5192431303229844,-2.0498553752209583
ABB,2026-03-18,BEARISH_TO_BULLISH,23.1,WEAK,1.0,6213.35,1.346294671956346,-0.8272509998632065,-1.7430210755872464
ABB,2026-05-11,BULLISH_TO_BEARISH,61.6,STRONG,-1.0,6328.5,0.3713360195939006,-0.8295804693055226,-0.00790076637433831
ABB,2026-05-25,BEARISH_TO_BULLISH,27.1,WEAK,1.0,6804.0,6.099353321575544,3.284832451499118,5.753968253968254
ABCAPITAL,2025-07-23,BEARISH_TO_BULLISH,5.3,WEAK,1.0,270.95,-3.912160915298013,-6.864735190994646,-5.277726517807718
ABCAPITAL,2025-07-25,BULLISH_TO_BEARISH,55.0,MODERATE,-1.0,253.75,0.5517241379310367,-1.142857142857134,-9.733990147783246
ABCAPITAL,2025-08-01,BEARISH_TO_BULLISH,10.4,WEAK,1.0,278.45,1.2749147064104909,-0.10773927096427056,-2.6036990483031066
ABCAPITAL,2025-08-07,BULLISH_TO_BEARISH,20.7,WEAK,-1.0,271.8,0.22075055187638806,0.7726269315673373,-4.17586460632817
ABCAPITAL,2025-08-18,BEARISH_TO_BULLISH,75.0,STRONG,1.0,287.35,-1.3572298590569112,-0.3480076561684357,-2.2098486166695746
ABCAPITAL,2025-09-05,BULLISH_TO_BEARISH,16.3,WEAK,-1.0,288.9,-0.2769124264451407,-0.38075458636207093,-0.6230529595015616
ABCAPITAL,2025-09-30,BEARISH_TO_BULLISH,23.5,WEAK,1.0,299.85,1.367350341837574,1.2172753043188185,-0.633650158412551
ABCAPITAL,2025-10-09,BULLISH_TO_BEARISH,0.0,WEAK,-1.0,293.35,-1.9601159025055392,-3.460030680074988,-2.0282938469405107
ABCAPITAL,2025-10-21,BEARISH_TO_BULLISH,31.6,WEAK,1.0,308.0,-0.6006493506493581,1.493506493506501,6.1038961038961075
ABCAPITAL,2025-10-29,BULLISH_TO_BEARISH,16.4,WEAK,-1.0,326.8,0.795593635250925,-1.4228886168910577,-3.4577723378213006
ABCAPITAL,2025-11-20,BEARISH_TO_BULLISH,22.2,WEAK,1.0,325.65,1.8885306310456116,7.415937356057127,9.949332105020739
ABCAPITAL,2025-12-02,BULLISH_TO_BEARISH,17.6,WEAK,-1.0,350.0,0.17142857142857792,-2.028571428571435,-2.557142857142854
ABCAPITAL,2025-12-12,BEARISH_TO_BULLISH,72.0,STRONG,1.0,351.8,-1.0659465605457645,-2.1461057418988094,-1.620238772029559
ABCAPITAL,2025-12-16,BULLISH_TO_BEARISH,17.5,WEAK,-1.0,346.8,0.7352941176470621,0.20184544405997368,-0.17301038062282753
ABCAPITAL,2025-12-26,BEARISH_TO_BULLISH,37.1,MODERATE,1.0,346.75,0.73540014419611,4.383561643835613,4.772891131939441
ABCAPITAL,2026-01-20,BULLISH_TO_BEARISH,48.0,MODERATE,-1.0,346.25,-2.382671480144404,-0.765342960288802,0.563176895306856
ABCAPITAL,2026-01-23,BEARISH_TO_BULLISH,28.5,WEAK,1.0,348.9,-0.17196904557178733,-2.608197191172246,-0.98882201203783
ABCAPITAL,2026-01-28,BULLISH_TO_BEARISH,12.9,WEAK,-1.0,344.3,1.30699970955562,-0.33401103688642964,-0.10165553296542722
ABCAPITAL,2026-02-03,BEARISH_TO_BULLISH,30.0,WEAK,1.0,346.6,-0.5626081938834522,1.8176572417772516,-0.6780150028851768
ABCAPITAL,2026-02-05,BULLISH_TO_BEARISH,50.5,MODERATE,-1.0,347.75,-1.480948957584465,1.00647016534867,3.3213515456506144
ABCAPITAL,2026-02-09,BEARISH_TO_BULLISH,67.4,STRONG,1.0,353.75,-2.685512367491166,-4.961130742049473,-1.3568904593639608
ABCAPITAL,2026-02-11,BULLISH_TO_BEARISH,73.4,STRONG,-1.0,344.65,2.451762657768748,-1.247642535905995,0.10155229943419873
ABCAPITAL,2026-02-17,BEARISH_TO_BULLISH,45.7,MODERATE,1.0,349.55,-1.501931054212559,-0.9583750536404013,1.0155914747532575
ABCAPITAL,2026-02-20,BULLISH_TO_BEARISH,5.2,WEAK,-1.0,346.2,-0.8954361640670199,-2.8740612362796036,2.3396880415944445
ABCAPITAL,2026-02-24,BEARISH_TO_BULLISH,45.7,MODERATE,1.0,353.1,0.8637779665816919,-4.248088360237893,-7.221750212404418
ABCAPITAL,2026-03-02,BULLISH_TO_BEARISH,31.4,WEAK,-1.0,321.55,-1.8815114290157087,-0.8552324677344115,-0.6997356554190639
ABCAPITAL,2026-03-06,BEARISH_TO_BULLISH,7.2,WEAK,1.0,324.3,2.5285229725562712,-1.3413506012951042,-2.9910576626580294
ABCAPITAL,2026-03-13,BULLISH_TO_BEARISH,74.4,STRONG,-1.0,314.6,-1.2873490146217275,0.7310870947234619,6.246026700572165
ABCAPITAL,2026-03-25,BEARISH_TO_BULLISH,55.0,MODERATE,1.0,305.75,-4.415372035977105,-2.4529844644317254,0.9157808667211812
ABCAPITAL,2026-04-15,BULLISH_TO_BEARISH,11.0,WEAK,-1.0,337.95,-0.724959313507912,-1.9677467080929232,-3.4916407752626166
ABCAPITAL,2026-04-21,BEARISH_TO_BULLISH,49.7,MODERATE,1.0,350.7,-0.27088679783290237,-2.323923581408605,-0.6415739948674081
ABCAPITAL,2026-05-08,BULLISH_TO_BEARISH,35.7,MODERATE,-1.0,352.95,3.3290834395806774,0.9349766255843637,0.8074798130046652
ABCAPITAL,2026-05-25,BEARISH_TO_BULLISH,53.4,MODERATE,1.0,363.05,0.5095716843409904,-3.4430519212229718,-3.938851397879083
ABCAPITAL,2026-05-29,BULLISH_TO_BEARISH,12.2,WEAK,-1.0,350.55,-0.21394950791613182,-0.8843246327200016,1.8684923691342208
ABCAPITAL,2026-06-04,BEARISH_TO_BULLISH,12.9,WEAK,1.0,357.5,-3.7762237762237763,-4.139860139860143,0.1678321678321742
ABCAPITAL,2026-06-08,BULLISH_TO_BEARISH,57.4,MODERATE,-1.0,351.35,2.461932545894417,-1.92116123523552,-6.38963996015369
ABCAPITAL,2026-06-15,BEARISH_TO_BULLISH,51.3,MODERATE,1.0,373.8,-0.361155698234356,0.5617977528089796,2.6618512573568722
ABCAPITAL,2026-06-19,BULLISH_TO_BEARISH,15.0,WEAK,-1.0,391.95,2.092103584640895,0.29340477101670553,-0.0
ABCAPITAL,2026-07-03,BEARISH_TO_BULLISH,61.9,STRONG,1.0,409.75,-1.0616229408175772,-3.0262355094569804,-0.5613178767541211
ABCAPITAL,2026-07-14,BULLISH_TO_BEARISH,24.3,WEAK,-1.0,404.3,1.137768983428153,0.7791244125649355,0.9151620084095939
ABFRL,2025-07-10,BEARISH_TO_BULLISH,60.0,STRONG,1.0,76.84,-0.3123373243102669,-0.6116605934409147,-1.7308693388859944
ABFRL,2025-07-15,BULLISH_TO_BEARISH,40.0,MODERATE,-1.0,76.37,0.8511195495613535,1.6629566583737203,0.8380254026450185
ABFRL,2025-07-17,BEARISH_TO_BULLISH,30.8,WEAK,1.0,75.51,-0.542974440471475,0.2913521387895628,-2.304330552244748
ABFRL,2025-07-24,BULLISH_TO_BEARISH,11.0,WEAK,-1.0,73.77,0.4744476074284863,-1.1928968415345123,-0.0
ABFRL,2025-08-18,BEARISH_TO_BULLISH,44.3,MODERATE,1.0,77.19,-1.2048192771084243,5.259748672107789,6.9568596968519305
ADANIENSOL,2025-08-19,BEARISH_TO_BULLISH,34.8,WEAK,1.0,824.2,-1.098034457655917,-2.23853433632614,-6.4608104828925015
ADANIENSOL,2025-08-21,BULLISH_TO_BEARISH,11.2,WEAK,-1.0,800.15,-0.6998687746047645,3.6493157532962486,4.186714990939199
ADANIENSOL,2025-08-25,BEARISH_TO_BULLISH,8.6,WEAK,1.0,788.65,-2.244341596398901,-2.789577125467571,-3.163634058200714
ADANIENSOL,2025-09-05,BULLISH_TO_BEARISH,6.7,WEAK,-1.0,776.25,-2.3059581320450855,-4.824476650563613,-7.845410628019321
ADANIENSOL,2025-09-26,BEARISH_TO_BULLISH,15.2,WEAK,1.0,871.75,0.051620303986239804,5.11614568396903,5.420131918554631
ADANIENSOL,2025-10-27,BULLISH_TO_BEARISH,6.5,WEAK,-1.0,921.2,-5.031480677377323,-7.05601389491967,-7.02344767694311
ADANIENSOL,2025-11-07,BEARISH_TO_BULLISH,0.7,WEAK,1.0,959.15,3.1434082260334653,6.49012146171089,6.505760308606577
ADANIENSOL,2025-11-19,BULLISH_TO_BEARISH,22.9,WEAK,-1.0,993.6,1.8921095008051596,2.2242351046698894,0.9359903381642579
ADANIENSOL,2025-11-24,BEARISH_TO_BULLISH,33.4,WEAK,1.0,971.5,2.0277920741122024,2.3726196603190894,0.5609881626351051
ADANIENSOL,2025-12-08,BULLISH_TO_BEARISH,39.0,MODERATE,-1.0,974.55,-0.8208916936021753,-3.7709712174849934,-2.0265763685803706
ADANIENSOL,2025-12-12,BEARISH_TO_BULLISH,32.5,WEAK,1.0,1016.45,-2.1791529342318943,-3.950022135865029,-0.8460819518913889
ADANIENSOL,2026-01-01,BULLISH_TO_BEARISH,12.4,WEAK,-1.0,1057.9,1.233575952358463,2.306456186785149,9.197466679270258
ADANIENSOL,2026-01-22,BEARISH_TO_BULLISH,28.2,WEAK,1.0,812.75,4.472470009227933,12.470009227929872,8.840356813288222
ADANIENSOL,2026-02-26,BULLISH_TO_BEARISH,0.7,WEAK,-1.0,1011.55,3.8851267856260154,2.3379961445306687,2.9805743660718678
ADANIENSOL,2026-04-16,BEARISH_TO_BULLISH,45.0,MODERATE,1.0,1259.8,-0.023813303698996233,8.604540403238618,12.07731385934276
ADANIENSOL,2026-04-30,BULLISH_TO_BEARISH,49.5,MODERATE,-1.0,1398.4,-0.8009153318077673,0.808066361556077,4.147597254004577
ADANIENSOL,2026-05-25,BEARISH_TO_BULLISH,27.3,WEAK,1.0,1463.3,5.248411125538164,2.2688443928107733,2.0364928586072546
ADANIENSOL,2026-05-29,BULLISH_TO_BEARISH,42.9,MODERATE,-1.0,1496.5,-2.278650183762106,-1.5703307718008688,-4.9381891079184825
ADANIENSOL,2026-06-18,BEARISH_TO_BULLISH,40.6,MODERATE,1.0,1507.4,2.12286055459732,-0.7629030118084118,-1.393127238954491
ADANIENSOL,2026-07-06,BULLISH_TO_BEARISH,15.9,WEAK,-1.0,1651.0,-0.27256208358570566,-0.18170805572380377,-2.3803755299818263
ADANIENT,2025-07-29,BULLISH_TO_BEARISH,28.1,WEAK,-1.0,2532.9,4.03490070669984,6.6840380591417015,9.183149749299218
ADANIENT,2025-07-31,BEARISH_TO_BULLISH,10.8,WEAK,1.0,2350.9,0.5402186396699059,-2.1523671785273684,-7.350376451571745
ADANIENT,2025-08-08,BULLISH_TO_BEARISH,47.6,MODERATE,-1.0,2283.4,-0.2145922746781156,0.07882981518788569,-4.594026451782433
ADANIENT,2025-08-19,BEARISH_TO_BULLISH,20.9,WEAK,1.0,2387.1,-0.4147291692849102,-3.527292530685762,-4.691885551506012
ADANIENT,2025-08-21,BULLISH_TO_BEARISH,26.0,WEAK,-1.0,2324.9,0.9462772592369564,2.1420276140909364,1.754914189857636
ADANIENT,2025-08-26,BEARISH_TO_BULLISH,4.2,WEAK,1.0,2275.1,-1.336205001977939,-0.03955870071645602,0.162630214056537
ADANIENT,2025-09-04,BULLISH_TO_BEARISH,25.7,WEAK,-1.0,2281.5,-1.2886259040105235,-2.572868726714873,-4.843304843304843
ADANIENT,2025-09-11,BEARISH_TO_BULLISH,24.0,WEAK,1.0,2392.0,-0.35953177257524704,0.4180602006688963,5.518394648829431
ADANIENT,2025-09-19,BULLISH_TO_BEARISH,40.0,MODERATE,-1.0,2629.5,-1.779806046776961,2.019395322304617,4.563605248146035
ADANIENT,2025-10-23,BEARISH_TO_BULLISH,26.1,WEAK,1.0,2504.2,-0.4552352048558277,1.3177861193195433,-0.9264435747943383
ADANIENT,2025-10-30,BULLISH_TO_BEARISH,29.5,WEAK,-1.0,2481.0,0.5602579604998021,6.719064893188223,4.449818621523583
ADANIENT,2025-11-14,BEARISH_TO_BULLISH,18.0,WEAK,1.0,2462.05,-1.0255681241242054,-0.6478341219715389,-2.552750756483433
ADANIENT,2025-11-18,BULLISH_TO_BEARISH,12.1,WEAK,-1.0,2433.05,-0.5363638231848801,1.3912578861922427,4.8478247467170945
ADANIENT,2025-11-24,BEARISH_TO_BULLISH,15.4,WEAK,1.0,2332.9,-0.7629988426422127,-2.258990955463169,-3.9993141583437004
ADANIENT,2025-11-27,BULLISH_TO_BEARISH,57.5,MODERATE,-1.0,2280.2,0.798175598631691,3.964564511884907,0.6490658714147762
ADANIENT,2025-12-05,BEARISH_TO_BULLISH,27.3,WEAK,1.0,2216.2,1.3130583882321256,2.772764190957507,2.829167042685691
ADANIENT,2025-12-16,BULLISH_TO_BEARISH,37.1,MODERATE,-1.0,2232.5,0.1455767077267637,-1.3930571108622578,0.44120940649495677
ADANIENT,2025-12-22,BEARISH_TO_BULLISH,10.5,WEAK,1.0,2248.75,-1.1606448026681448,-2.025569760978329,-0.40244580322402146
ADANIENT,2025-12-24,BULLISH_TO_BEARISH,42.3,MODERATE,-1.0,2230.0,1.2017937219731023,-0.43497757847532814,-2.2331838565022504
ADANIENT,2025-12-29,BEARISH_TO_BULLISH,14.5,WEAK,1.0,2214.7,1.128821059285682,2.9394500383799325,2.0047862012913757
ADANIENT,2026-01-01,BULLISH_TO_BEARISH,7.5,WEAK,-1.0,2279.8,0.013159049039397398,0.2500219317484109,5.533380121063255
ADANIENT,2026-01-28,BEARISH_TO_BULLISH,15.3,WEAK,1.0,2019.15,0.06190723819428967,9.083029987866185,10.769383156278622
ADANIENT,2026-02-12,BULLISH_TO_BEARISH,7.4,WEAK,-1.0,2136.9,-2.23220553137722,-3.4769993916420856,-1.1184426037718231
ADANIENT,2026-02-17,BEARISH_TO_BULLISH,45.5,MODERATE,1.0,2211.2,-2.4669862518089603,-0.9157923299565848,0.927098408104197
ADANIENT,2026-02-27,BULLISH_TO_BEARISH,39.6,MODERATE,-1.0,2124.55,2.2616554093808183,3.986726600927268,6.027158692428993
ADANIENT,2026-04-10,BEARISH_TO_BULLISH,17.1,WEAK,1.0,2129.0,0.7233442930953542,4.194457491780187,4.556129638327853
ADANIENT,2026-04-23,BULLISH_TO_BEARISH,12.6,WEAK,-1.0,2287.6,-1.495016611295693,-6.045637349186929,-8.659730722154219
ADANIENT,2026-04-28,BEARISH_TO_BULLISH,40.2,MODERATE,1.0,2425.9,-0.758481388350719,1.492229687950856,3.615153139041173
ADANIENT,2026-04-30,BULLISH_TO_BEARISH,9.6,WEAK,-1.0,2485.7,0.9494307438548462,-1.1224202437945083,-0.5833366858430221
ADANIENT,2026-05-20,BEARISH_TO_BULLISH,4.5,WEAK,1.0,2697.5,0.7340129749768372,10.075996292863769,8.893419833178873
ADANIENT,2026-05-29,BULLISH_TO_BEARISH,12.5,WEAK,-1.0,2909.4,-2.0175981301986603,-2.1791434660067397,-2.0863408262872007
ADANIENT,2026-06-05,BEARISH_TO_BULLISH,39.6,MODERATE,1.0,2970.1,0.3265883303592564,-2.0639035722702848,-0.9292616410221848
ADANIENT,2026-06-09,BULLISH_TO_BEARISH,6.0,WEAK,-1.0,2931.1,0.7608065231482968,-0.38893248268568426,-0.7096311964791437
ADANIENT,2026-06-25,BEARISH_TO_BULLISH,24.3,WEAK,1.0,2962.5,2.481012658227848,7.257383966244725,8.239662447257382
ADANIENT,2026-07-03,BULLISH_TO_BEARISH,12.3,WEAK,-1.0,3206.6,3.0998565458741374,3.832720014969129,0.9075032744963485
ADANIENT,2026-07-13,BEARISH_TO_BULLISH,31.5,WEAK,1.0,3188.9,-1.2010411113550183,-0.8843174762457359,-0.19442440967105498
ADANIENT,2026-07-16,BULLISH_TO_BEARISH,24.3,WEAK,-1.0,3160.7,-0.7150314803682843,0.41130129401714816,
ADANIGREEN,2025-07-23,BEARISH_TO_BULLISH,39.8,MODERATE,1.0,1020.7,-4.389144704614487,-0.49965709806995423,-3.526991280493778
ADANIGREEN,2025-07-28,BULLISH_TO_BEARISH,33.7,WEAK,-1.0,1015.6,0.580937376920045,4.233950374163056,4.317644742024421
ADANIGREEN,2025-07-30,BEARISH_TO_BULLISH,40.8,MODERATE,1.0,984.7,-1.2288006499441477,-1.3151213567584081,-4.869503402051391
ADANIGREEN,2025-08-08,BULLISH_TO_BEARISH,35.3,MODERATE,-1.0,929.1,-0.19373587342589113,1.2539016252287136,-4.768055107092881
ADANIGREEN,2025-08-19,BEARISH_TO_BULLISH,33.4,WEAK,1.0,975.95,-0.9580408832419717,-1.2142015472104126,-5.615041754188234
ADANIGREEN,2025-08-22,BULLISH_TO_BEARISH,18.6,WEAK,-1.0,964.1,3.4073228918162037,5.248418213878231,3.132455139508354
ADANIGREEN,2025-08-26,BEARISH_TO_BULLISH,7.6,WEAK,1.0,921.15,-0.8304836345871983,1.3841393909786681,0.8684796178689681
ADANIGREEN,2025-09-09,BULLISH_TO_BEARISH,4.0,WEAK,-1.0,963.35,-1.3494576218404526,-2.423833497690354,-1.6712513624331782
ADANIGREEN,2025-09-30,BEARISH_TO_BULLISH,33.8,WEAK,1.0,1064.7,0.5259697567389789,-0.38038884192729916,-1.2397858551704748
ADANIGREEN,2025-10-07,BULLISH_TO_BEARISH,33.5,WEAK,-1.0,1045.1,-0.612381590278451,-0.5932446655822454,0.11960577935125827
ADANIGREEN,2025-10-16,BEARISH_TO_BULLISH,17.6,WEAK,1.0,1036.7,-0.2507957943474618,0.7765023632680577,-1.8906144496961534
ADANIGREEN,2025-10-28,BULLISH_TO_BEARISH,40.0,MODERATE,-1.0,1112.65,-2.4580955376803044,0.6695726418909851,4.687008493236874
ADANIGREEN,2025-10-31,BEARISH_TO_BULLISH,27.5,WEAK,1.0,1105.2,-1.701049583785736,-4.107853782120891,-5.5193630112196885
ADANIGREEN,2025-11-04,BULLISH_TO_BEARISH,53.3,MODERATE,-1.0,1060.5,0.06600660066007029,1.5370108439415326,-1.5370108439415326
ADANIGREEN,2025-11-25,BEARISH_TO_BULLISH,61.1,STRONG,1.0,1034.45,-0.3238435883803119,0.493015612161043,-2.131567499637495
ADANIGREEN,2025-11-28,BULLISH_TO_BEARISH,10.1,WEAK,-1.0,1039.55,1.6305132028281402,2.515511519407434,4.396132942138419
ADANIGREEN,2025-12-12,BEARISH_TO_BULLISH,50.3,MODERATE,1.0,1047.55,-1.8471671996563324,-3.489093599350862,-2.553577394873753
ADANIGREEN,2026-01-01,BULLISH_TO_BEARISH,19.3,WEAK,-1.0,1038.8,0.798998844820943,1.8867924528301798,8.91894493646515
ADANIGREEN,2026-02-17,BEARISH_TO_BULLISH,50.1,MODERATE,1.0,1000.1,-2.3597640235976427,-2.9747025297470255,-3.59464053594641
ADANIGREEN,2026-02-23,BULLISH_TO_BEARISH,12.5,WEAK,-1.0,981.35,1.75268762419117,3.4646150710755594,11.142813471238602
ADANIGREEN,2026-03-16,BEARISH_TO_BULLISH,5.4,WEAK,1.0,868.65,2.6017383295918983,-0.6389224658953496,-3.3500259022621335
ADANIGREEN,2026-03-23,BULLISH_TO_BEARISH,55.3,MODERATE,-1.0,839.55,-1.6973378595676256,3.888988148412838,-1.95342743136205
ADANIGREEN,2026-03-27,BEARISH_TO_BULLISH,12.4,WEAK,1.0,806.9,5.583095798735911,14.152930970380476,27.60565125790062
ADANIGREEN,2026-04-21,BULLISH_TO_BEARISH,10.6,WEAK,-1.0,1198.85,-1.2762230470868068,-2.577470075489018,-3.837010468365517
ADANIGREEN,2026-05-25,BEARISH_TO_BULLISH,39.0,MODERATE,1.0,1457.4,2.229998627693152,-0.7204610951008645,-2.058460271716756
ADANIGREEN,2026-06-11,BULLISH_TO_BEARISH,41.0,MODERATE,-1.0,1485.6,0.20193861066235863,1.332794830371564,-1.1308562197092207
ADANIGREEN,2026-06-19,BEARISH_TO_BULLISH,4.3,WEAK,1.0,1549.8,-2.4906439540585823,-1.5292295780100689,-3.7166085946573695
ADANIGREEN,2026-07-07,BULLISH_TO_BEARISH,18.7,WEAK,-1.0,1504.6,1.1963312508307855,-2.77814701581817,-3.3763126412335627
ADANIPORTS,2025-07-02,BULLISH_TO_BEARISH,9.7,WEAK,-1.0,1431.1,0.46817133673396816,-1.2158479491300462,-0.8385158269862345
ADANIPORTS,2025-07-30,BEARISH_TO_BULLISH,6.6,WEAK,1.0,1373.1,-1.8935255990095405,-1.0924186148131965,-2.0173330420216895
ADANIPORTS,2025-08-04,BULLISH_TO_BEARISH,14.8,WEAK,-1.0,1358.1,-0.6626905235255136,2.437228480966049,2.0322509388115684
ADANIPORTS,2025-08-11,BEARISH_TO_BULLISH,17.9,WEAK,1.0,1330.5,-0.8192408868846366,-0.24802705749717807,3.013904547162714
ADANIPORTS,2025-08-13,BULLISH_TO_BEARISH,33.9,WEAK,-1.0,1300.3,-2.0687533646081744,-5.406444666615394,-3.145427978158893
ADANIPORTS,2025-08-19,BEARISH_TO_BULLISH,47.1,MODERATE,1.0,1370.6,-0.642054574638841,-2.203414562965112,-4.027433240916374
ADANIPORTS,2025-08-22,BULLISH_TO_BEARISH,19.0,WEAK,-1.0,1340.4,1.8651148910772901,2.0590868397493387,0.31333930170098817
ADANIPORTS,2025-08-26,BEARISH_TO_BULLISH,6.4,WEAK,1.0,1315.4,-0.19765850691805809,1.5812680553443783,0.9730880340580776
ADANIPORTS,2025-09-08,BULLISH_TO_BEARISH,28.5,WEAK,-1.0,1380.9,-0.5938156274893054,-0.8834817872401926,-1.976971540299801
ADANIPORTS,2025-09-26,BEARISH_TO_BULLISH,23.8,WEAK,1.0,1383.2,1.4676113360323852,2.5954308849045593,1.1784268363215697
ADANIPORTS,2025-10-03,BULLISH_TO_BEARISH,14.4,WEAK,-1.0,1400.5,0.07140307033202428,0.3498750446269254,-2.6633345233845023
ADANIPORTS,2025-10-13,BEARISH_TO_BULLISH,39.5,MODERATE,1.0,1429.0,1.5185444366690024,3.5269419174247787,3.110566829951018
ADANIPORTS,2025-10-20,BULLISH_TO_BEARISH,22.0,WEAK,-1.0,1473.45,1.3845057518069896,3.5868200481862385,1.2657368760392338
ADANIPORTS,2025-10-27,BEARISH_TO_BULLISH,15.6,WEAK,1.0,1417.75,2.6132957150414358,2.380532533944631,1.8797390230999886
ADANIPORTS,2025-11-04,BULLISH_TO_BEARISH,40.1,MODERATE,-1.0,1436.75,-0.8038976857490834,-2.620497650948327,-4.329215242735343
ADANIPORTS,2025-11-12,BEARISH_TO_BULLISH,22.9,WEAK,1.0,1498.95,0.9106374462123396,-0.26351779579038964,-0.5270355915807793
ADANIPORTS,2025-11-14,BULLISH_TO_BEARISH,3.0,WEAK,-1.0,1507.6,0.8357654550278528,1.0977712921199227,1.4393738392146338
ADANIPORTS,2025-11-25,BEARISH_TO_BULLISH,19.0,WEAK,1.0,1506.2,0.1925375116186339,1.6100119506041695,-0.5610144735094971
ADANIPORTS,2025-12-01,BULLISH_TO_BEARISH,18.0,WEAK,-1.0,1517.9,1.3274919296396397,0.5599841886817313,1.363726200671984
ADANIPORTS,2025-12-12,BEARISH_TO_BULLISH,33.3,WEAK,1.0,1512.6,-0.8991141081581323,-1.1470316012164425,-0.25783419278063363
ADANIPORTS,2025-12-16,BULLISH_TO_BEARISH,10.5,WEAK,-1.0,1486.3,-0.6021664536096377,-1.5070981632241198,-0.538249344008612
ADANIPORTS,2025-12-26,BEARISH_TO_BULLISH,4.6,WEAK,1.0,1454.4,0.4675467546754644,1.8358085808580733,2.6540154015401476
ADANIPORTS,2026-01-07,BULLISH_TO_BEARISH,29.8,WEAK,-1.0,1465.2,1.9997269997269966,2.497952497952507,2.955227955227952
ADANIPORTS,2026-02-03,BEARISH_TO_BULLISH,45.4,MODERATE,1.0,1567.85,0.1530758682271959,-0.3922569123321659,-0.9216442899511954
ADANIPORTS,2026-03-09,BULLISH_TO_BEARISH,44.0,MODERATE,-1.0,1424.1,0.9339231795519947,4.276385085317033,4.139456498841361
ADANIPORTS,2026-03-25,BEARISH_TO_BULLISH,20.8,WEAK,1.0,1337.8,-1.8799521602631084,2.9750336373149917,3.2291822394976863
ADANIPORTS,2026-04-23,BULLISH_TO_BEARISH,1.3,WEAK,-1.0,1585.2,-2.731516527882914,-4.788039364118084,-9.929346454706021
ADANIPORTS,2026-04-28,BEARISH_TO_BULLISH,31.4,WEAK,1.0,1661.1,-0.23478417915838082,3.846848473902841,4.316416832219616
ADANIPORTS,2026-05-25,BULLISH_TO_BEARISH,0.4,WEAK,-1.0,1811.2,-0.7343197879858632,1.529372791519437,0.4085689045936446
